event_id,application,event_type,user_role,processing_time_ms,payload_size_kb,status,region,timestamp
27391,GitHub,pull_request,developer,760,533,success,us-west-2,2026-06-25 20:42:40.594669
27392,GitHub,release,admin,1914,796,success,us-east-1,2026-07-11 10:18:40.594761
27393,ServiceNow,release,admin,1852,767,success,eu-west-1,2026-06-21 10:06:40.594858
27394,Jira,deployment,developer,317,577,success,us-east-1,2026-07-03 08:32:40.594953
27395,GitHub,issue,analyst,273,568,success,us-east-1,2026-06-16 19:18:40.595081
27396,GitHub,pull_request,developer,120,660,success,us-east-1,2026-07-08 00:32:40.595176
27397,GitHub,pull_request,admin,145,434,success,us-east-1,2026-06-20 11:59:40.595271
27398,GitHub,release,admin,1141,946,success,us-west-2,2026-06-15 05:54:40.595366
27399,Salesforce,push,analyst,1281,392,success,eu-west-1,2026-07-05 04:09:40.595458
27400,Jira,deployment,analyst,1431,918,success,eu-west-1,2026-06-19 00:53:40.595558
27401,Jira,deployment,developer,241,200,success,eu-west-1,2026-06-26 22:55:40.595651
27402,ServiceNow,release,developer,1551,563,success,us-west-2,2026-07-02 15:09:40.595751
27403,GitHub,deployment,analyst,821,165,success,us-west-2,2026-06-18 13:55:40.595844
27404,Salesforce,deployment,analyst,862,175,success,us-west-2,2026-07-09 02:13:40.595937
27405,ServiceNow,deployment,analyst,1583,11,success,us-east-1,2026-07-09 15:58:40.596054
27406,GitHub,issue,developer,88,911,failed,us-east-1,2026-06-11 11:57:40.596149
27407,Salesforce,deployment,admin,543,140,success,us-east-1,2026-06-30 22:26:40.596242
27408,Jira,issue,analyst,917,842,success,us-east-1,2026-06-21 18:32:40.596348
27409,GitHub,push,admin,50,157,success,eu-west-1,2026-07-08 10:59:40.596444
27410,GitHub,release,admin,1698,165,success,eu-west-1,2026-07-10 05:43:40.596538
27411,Salesforce,pull_request,analyst,587,469,success,eu-west-1,2026-06-23 15:26:40.596640
27412,Jira,push,analyst,1071,651,success,us-east-1,2026-07-07 23:11:40.596744
27413,Salesforce,pull_request,developer,906,596,success,eu-west-1,2026-06-17 09:19:40.596838
27414,GitHub,pull_request,analyst,1401,205,success,us-west-2,2026-06-24 11:10:40.596932
27415,Slack,issue,developer,1826,380,success,eu-west-1,2026-06-20 06:14:40.597048
27416,ServiceNow,release,admin,1306,75,success,us-east-1,2026-06-12 23:46:40.597145
27417,Salesforce,pull_request,developer,614,881,success,us-east-1,2026-06-25 20:57:40.597240
27418,GitHub,push,developer,1462,325,failed,eu-west-1,2026-07-06 19:00:40.597335
27419,Salesforce,deployment,developer,242,246,success,eu-west-1,2026-06-12 06:17:40.597431
27420,GitHub,push,analyst,304,600,success,eu-west-1,2026-06-27 03:37:40.597524
27421,Slack,issue,admin,131,590,success,eu-west-1,2026-06-15 20:52:40.597617
27422,Jira,release,analyst,1798,224,success,us-east-1,2026-06-19 22:44:40.597723
27423,Salesforce,deployment,developer,1130,899,success,us-east-1,2026-06-24 08:41:40.597818
27424,ServiceNow,issue,admin,1004,974,success,eu-west-1,2026-06-25 00:53:40.597915
27425,GitHub,release,admin,1181,989,success,us-west-2,2026-07-03 14:40:40.598030
27426,Salesforce,pull_request,developer,1661,118,success,eu-west-1,2026-06-15 15:41:40.598126
27427,ServiceNow,issue,admin,70,932,success,us-west-2,2026-06-13 18:48:40.598220
27428,Salesforce,deployment,analyst,1665,149,success,us-east-1,2026-06-18 19:56:40.598314
27429,Slack,release,admin,1603,885,success,us-west-2,2026-06-11 08:39:40.598408
27430,Slack,issue,analyst,229,466,success,us-west-2,2026-06-22 08:35:40.598502
27431,ServiceNow,pull_request,admin,351,477,success,eu-west-1,2026-06-29 08:13:40.598597
27432,ServiceNow,release,developer,1034,533,success,eu-west-1,2026-06-11 10:26:40.598693
27433,Jira,release,developer,1930,987,success,us-east-1,2026-06-28 11:56:40.598786
27434,Jira,pull_request,analyst,383,261,success,eu-west-1,2026-06-16 00:07:40.598879
27435,Jira,issue,analyst,471,514,failed,us-west-2,2026-06-13 06:30:40.598984
27436,GitHub,issue,admin,1798,920,success,us-east-1,2026-06-15 14:14:40.599090
27437,Jira,push,admin,933,900,success,us-east-1,2026-07-10 00:00:40.599185
27438,Jira,deployment,analyst,1384,653,success,us-west-2,2026-06-12 05:10:40.599279
27439,ServiceNow,release,analyst,919,585,success,eu-west-1,2026-06-21 15:49:40.599375
27440,GitHub,push,analyst,1253,43,success,us-east-1,2026-06-18 23:30:40.599469
27441,GitHub,push,developer,1704,546,success,eu-west-1,2026-06-24 03:45:40.599561
27442,Slack,deployment,analyst,864,342,success,eu-west-1,2026-07-05 16:22:40.599657
27443,GitHub,issue,admin,621,678,success,us-west-2,2026-06-20 21:58:40.599753
27444,Salesforce,release,developer,185,927,success,us-west-2,2026-07-03 09:43:40.599848
27445,Slack,push,analyst,1622,250,success,us-east-1,2026-06-14 04:57:40.599942
27446,Jira,release,developer,1308,198,success,eu-west-1,2026-06-11 09:27:40.600059
27447,GitHub,issue,analyst,1285,854,success,us-west-2,2026-07-15 06:16:40.600162
27448,Salesforce,push,admin,340,9,success,eu-west-1,2026-06-28 13:16:40.600258
27449,GitHub,push,analyst,533,957,success,us-west-2,2026-06-28 12:44:40.600356
27450,Slack,push,admin,1268,113,success,us-west-2,2026-06-18 09:27:40.600450
27451,Salesforce,issue,developer,789,142,success,us-west-2,2026-07-06 13:12:40.600544
27452,ServiceNow,issue,admin,1790,164,success,us-east-1,2026-06-18 09:36:40.600639
27453,ServiceNow,pull_request,admin,1587,162,success,eu-west-1,2026-06-16 14:23:40.600732
27454,Jira,pull_request,analyst,661,722,success,us-east-1,2026-07-12 16:42:40.600825
27455,Jira,release,developer,715,705,success,eu-west-1,2026-07-11 15:09:40.600918
27456,GitHub,issue,admin,1017,548,success,us-west-2,2026-06-28 22:18:40.601032
27457,Salesforce,deployment,developer,396,310,success,us-east-1,2026-06-26 23:54:40.601131
27458,ServiceNow,pull_request,analyst,426,835,success,eu-west-1,2026-07-11 21:15:40.601228
27459,Slack,pull_request,analyst,1495,900,success,us-west-2,2026-07-12 12:14:40.601321
27460,Jira,deployment,developer,1447,308,success,us-east-1,2026-07-02 03:21:40.601414
27461,ServiceNow,push,analyst,655,346,success,us-west-2,2026-06-29 04:13:40.601506
27462,GitHub,push,admin,419,665,success,us-east-1,2026-07-04 10:40:40.601611
27463,Slack,pull_request,analyst,1277,85,success,us-west-2,2026-07-13 10:03:40.601707
27464,Jira,release,analyst,1365,978,success,eu-west-1,2026-06-28 06:53:40.601802
27465,Slack,issue,developer,1562,947,success,us-west-2,2026-06-21 05:56:40.601895
27466,ServiceNow,release,admin,1261,263,success,us-east-1,2026-06-18 12:09:40.602000
27467,ServiceNow,push,developer,1244,320,success,eu-west-1,2026-06-17 19:00:40.602104
27468,GitHub,release,admin,1130,889,success,us-east-1,2026-06-17 03:45:40.602197
27469,Slack,issue,admin,1404,316,success,us-east-1,2026-07-02 22:01:40.602288
27470,Salesforce,release,admin,1585,578,success,eu-west-1,2026-06-15 05:03:40.602380
27471,Jira,issue,developer,374,375,success,us-west-2,2026-06-17 15:12:40.602473
27472,Slack,issue,analyst,1894,14,success,eu-west-1,2026-06-23 04:17:40.602566
27473,Slack,release,developer,1948,249,success,us-west-2,2026-07-01 07:41:40.602663
27474,ServiceNow,push,admin,361,721,success,us-west-2,2026-06-21 23:12:40.602757
27475,ServiceNow,deployment,analyst,1807,524,failed,eu-west-1,2026-07-06 13:59:40.602850
27476,Jira,deployment,developer,318,267,success,us-west-2,2026-06-10 22:32:40.602947
27477,Slack,release,analyst,354,233,success,eu-west-1,2026-06-25 13:33:40.603079
27478,GitHub,release,developer,18,658,success,eu-west-1,2026-06-16 09:01:40.603187
27479,ServiceNow,pull_request,analyst,357,726,success,us-west-2,2026-07-09 13:31:40.603282
27480,ServiceNow,issue,analyst,1926,443,success,eu-west-1,2026-06-22 15:44:40.603375
27481,Salesforce,issue,analyst,1548,487,success,us-west-2,2026-06-27 18:38:40.603467
27482,Salesforce,issue,developer,1611,466,success,us-west-2,2026-07-03 21:14:40.603559
27483,Slack,push,admin,307,19,success,us-east-1,2026-06-20 23:08:40.603658
27484,ServiceNow,release,admin,759,228,success,us-east-1,2026-07-13 19:34:40.603754
27485,GitHub,push,admin,1190,801,success,eu-west-1,2026-07-10 05:10:40.603848
27486,GitHub,release,developer,446,939,success,us-west-2,2026-07-13 08:24:40.603942
27487,GitHub,pull_request,developer,108,34,success,us-west-2,2026-07-04 03:16:40.604057
27488,ServiceNow,pull_request,admin,1299,941,success,us-east-1,2026-07-07 07:06:40.604159
27489,Slack,deployment,developer,782,122,success,eu-west-1,2026-06-28 10:02:40.604252
27490,ServiceNow,release,developer,896,466,success,eu-west-1,2026-07-07 22:20:40.604347
27491,GitHub,issue,analyst,1115,36,success,us-east-1,2026-07-13 14:18:40.604440
27492,ServiceNow,issue,admin,801,528,success,us-east-1,2026-07-10 02:17:40.604535
27493,GitHub,pull_request,admin,427,63,success,us-west-2,2026-07-08 05:14:40.604634
27494,Salesforce,issue,analyst,693,434,success,eu-west-1,2026-06-15 04:32:40.604727
27495,Jira,deployment,analyst,1328,19,success,us-east-1,2026-06-13 06:01:40.604820
27496,Salesforce,push,analyst,764,426,success,eu-west-1,2026-07-11 14:28:40.604914
27497,ServiceNow,pull_request,admin,1910,119,success,us-east-1,2026-07-14 10:48:40.605031
27498,Slack,push,analyst,591,383,success,us-west-2,2026-06-27 15:04:40.605128
27499,Slack,issue,analyst,1017,537,success,us-east-1,2026-06-29 18:57:40.605223
27500,GitHub,release,admin,666,954,success,us-east-1,2026-06-23 18:40:40.605317
27501,GitHub,release,admin,1067,203,success,us-west-2,2026-06-18 11:25:40.605411
27502,Slack,pull_request,developer,747,513,success,us-west-2,2026-07-04 08:23:40.605505
27503,Slack,issue,developer,611,294,success,us-east-1,2026-06-27 19:50:40.605600
27504,Jira,issue,analyst,1175,746,success,eu-west-1,2026-07-02 03:24:40.605694
27505,ServiceNow,push,developer,1191,556,success,eu-west-1,2026-07-14 08:29:40.605788
27506,GitHub,issue,analyst,206,589,success,us-east-1,2026-07-05 21:06:40.605881
27507,GitHub,deployment,analyst,1725,238,success,us-west-2,2026-06-27 06:35:40.605984
27508,Jira,deployment,analyst,446,986,success,eu-west-1,2026-07-12 05:09:40.606090
27509,GitHub,release,developer,1484,206,success,eu-west-1,2026-07-14 16:44:40.606183
27510,Jira,release,admin,670,135,success,us-east-1,2026-06-24 14:28:40.606275
27511,GitHub,release,analyst,692,587,success,eu-west-1,2026-06-13 06:56:40.606368
27512,Slack,pull_request,analyst,871,298,success,us-east-1,2026-06-14 13:01:40.606459
27513,Slack,push,admin,256,227,success,us-west-2,2026-06-15 08:30:40.606552
27514,GitHub,push,admin,994,423,success,eu-west-1,2026-07-14 13:17:40.606648
27515,Salesforce,issue,analyst,677,336,failed,us-east-1,2026-06-27 03:52:40.606745
27516,GitHub,deployment,analyst,771,991,success,us-east-1,2026-06-19 19:03:40.606840
27517,Salesforce,deployment,admin,878,333,success,us-east-1,2026-07-13 09:03:40.606936
27518,Jira,issue,analyst,325,478,success,us-west-2,2026-07-05 01:34:40.607050
27519,GitHub,deployment,admin,1513,398,success,us-east-1,2026-06-17 13:31:40.607163
27520,Slack,deployment,developer,199,381,success,us-east-1,2026-07-06 18:21:40.607258
27521,ServiceNow,issue,admin,1704,24,success,us-west-2,2026-06-23 16:08:40.607351
27522,Slack,issue,developer,446,930,success,eu-west-1,2026-06-29 12:31:40.607443
27523,GitHub,pull_request,developer,1991,523,success,us-west-2,2026-06-24 23:58:40.607534
27524,Slack,pull_request,admin,1595,699,success,us-west-2,2026-06-12 02:20:40.607634
27525,Salesforce,release,analyst,391,811,success,us-west-2,2026-07-12 23:09:40.607728
27526,Slack,push,developer,1300,841,success,us-east-1,2026-06-11 13:43:40.607824
27527,Salesforce,issue,analyst,651,403,success,eu-west-1,2026-06-30 02:26:40.607918
27528,Salesforce,issue,admin,517,651,success,us-west-2,2026-06-29 17:07:40.608032
27529,Salesforce,release,admin,213,373,success,eu-west-1,2026-06-12 14:48:40.608128
27530,Slack,push,analyst,105,111,success,us-west-2,2026-07-13 02:48:40.608221
27531,GitHub,deployment,admin,361,217,success,us-east-1,2026-06-27 16:38:40.608314
27532,Salesforce,deployment,admin,1524,558,success,eu-west-1,2026-06-22 11:55:40.608406
27533,GitHub,deployment,analyst,1045,387,success,eu-west-1,2026-06-28 09:21:40.608508
27534,Jira,deployment,developer,682,26,success,us-west-2,2026-07-11 09:57:40.608604
27535,ServiceNow,issue,analyst,1252,318,success,us-west-2,2026-06-29 10:17:40.608701
27536,Slack,release,admin,1206,237,success,us-east-1,2026-06-28 04:55:40.608797
27537,GitHub,issue,developer,230,447,success,eu-west-1,2026-06-25 06:27:40.608891
27538,Jira,release,analyst,22,275,success,us-west-2,2026-06-27 19:13:40.608997
27539,Jira,deployment,admin,1222,160,success,us-west-2,2026-06-22 15:20:40.609101
27540,Salesforce,push,admin,96,376,success,us-east-1,2026-06-12 04:46:40.609195
27541,ServiceNow,issue,analyst,1770,986,success,us-east-1,2026-06-12 14:14:40.609288
27542,Slack,issue,developer,306,959,success,eu-west-1,2026-06-19 02:11:40.609381
27543,Slack,deployment,developer,990,590,success,us-west-2,2026-06-14 20:21:40.609473
27544,GitHub,issue,analyst,829,563,success,eu-west-1,2026-07-15 04:29:40.609569
27545,ServiceNow,release,admin,1150,836,failed,us-west-2,2026-06-20 17:07:40.609662
27546,Jira,push,developer,1725,603,success,eu-west-1,2026-06-21 10:55:40.609754
27547,ServiceNow,deployment,analyst,865,837,success,us-east-1,2026-07-11 04:08:40.609846
27548,Jira,issue,developer,1433,178,success,us-west-2,2026-06-28 04:28:40.609938
27549,ServiceNow,pull_request,developer,1981,546,success,eu-west-1,2026-06-10 21:11:40.610063
27550,Salesforce,release,admin,1226,101,success,eu-west-1,2026-07-05 09:15:40.610159
27551,Salesforce,release,analyst,912,641,success,eu-west-1,2026-06-26 09:59:40.610252
27552,Jira,push,admin,1475,372,success,us-east-1,2026-06-29 21:17:40.610346
27553,GitHub,release,admin,1845,872,success,us-east-1,2026-06-22 18:17:40.610439
27554,ServiceNow,deployment,admin,598,419,success,eu-west-1,2026-06-24 18:15:40.610535
27555,GitHub,pull_request,analyst,1397,380,success,eu-west-1,2026-07-04 02:54:40.610628
27556,Salesforce,release,analyst,1756,405,success,eu-west-1,2026-06-24 11:39:40.610726
27557,ServiceNow,issue,analyst,32,945,success,eu-west-1,2026-07-13 08:12:40.610818
27558,ServiceNow,deployment,developer,537,350,success,us-east-1,2026-07-11 01:39:40.610910
27559,Jira,pull_request,analyst,942,820,success,us-west-2,2026-07-06 17:41:40.611030
27560,Slack,deployment,developer,1095,65,success,eu-west-1,2026-06-15 22:27:40.611126
27561,Slack,deployment,admin,1043,686,success,eu-west-1,2026-06-27 18:19:40.611219
27562,Slack,issue,analyst,661,746,success,eu-west-1,2026-06-21 15:03:40.611311
27563,GitHub,pull_request,analyst,256,710,success,us-east-1,2026-07-14 21:29:40.611403
27564,ServiceNow,deployment,analyst,1692,120,success,us-east-1,2026-06-16 05:38:40.611495
27565,ServiceNow,pull_request,admin,542,786,success,us-east-1,2026-06-12 00:09:40.611593
27566,Jira,push,admin,1709,62,success,us-east-1,2026-06-11 01:47:40.611686
27567,GitHub,deployment,developer,916,433,success,us-east-1,2026-07-10 05:03:40.611780
27568,ServiceNow,release,analyst,710,428,success,us-east-1,2026-06-19 22:16:40.611874
27569,Jira,pull_request,admin,137,115,success,us-west-2,2026-06-17 12:34:40.611967
27570,Jira,issue,admin,1263,57,success,us-west-2,2026-06-20 00:10:40.612130
27571,ServiceNow,release,admin,1159,440,success,us-west-2,2026-06-13 16:23:40.612229
27572,GitHub,release,analyst,627,57,success,us-east-1,2026-06-24 21:30:40.612324
27573,Salesforce,deployment,developer,399,834,success,eu-west-1,2026-06-19 07:04:40.612418
27574,Slack,pull_request,analyst,1581,286,success,us-west-2,2026-07-07 14:01:40.612511
27575,Jira,release,analyst,506,277,success,us-east-1,2026-07-13 18:25:40.612612
27576,Jira,release,analyst,1618,945,success,us-west-2,2026-06-12 23:45:40.612704
27577,Jira,release,admin,53,938,success,us-west-2,2026-06-20 19:51:40.612801
27578,Salesforce,issue,admin,751,849,success,us-west-2,2026-06-16 06:12:40.612894
27579,GitHub,deployment,developer,557,670,success,us-west-2,2026-07-10 00:31:40.613001
27580,Jira,release,analyst,989,822,success,us-east-1,2026-07-12 01:31:40.613108
27581,ServiceNow,issue,admin,943,158,success,us-east-1,2026-07-02 18:19:40.613202
27582,ServiceNow,issue,admin,534,4,success,eu-west-1,2026-06-14 02:40:40.613297
27583,Slack,pull_request,analyst,387,285,success,eu-west-1,2026-07-05 16:42:40.613391
27584,Slack,push,admin,776,385,success,us-east-1,2026-06-24 19:42:40.613484
27585,Slack,release,developer,446,540,success,eu-west-1,2026-06-26 23:19:40.613580
27586,Slack,push,developer,1952,523,failed,us-west-2,2026-06-25 07:41:40.613673
27587,GitHub,deployment,analyst,583,853,success,us-west-2,2026-06-21 02:39:40.613765
27588,ServiceNow,pull_request,analyst,220,621,success,us-east-1,2026-06-26 02:11:40.613858
27589,Salesforce,release,developer,1333,133,success,us-east-1,2026-06-29 22:59:40.613952
27590,Slack,pull_request,analyst,1924,773,success,us-west-2,2026-06-20 15:37:40.614069
27591,Slack,pull_request,admin,725,883,success,us-west-2,2026-06-28 03:49:40.614167
27592,Jira,pull_request,analyst,765,773,success,us-east-1,2026-06-30 21:20:40.614261
27593,GitHub,push,admin,1599,558,success,us-west-2,2026-07-02 02:37:40.614355
27594,Jira,release,developer,1601,824,success,us-west-2,2026-06-21 06:24:40.614448
27595,Slack,push,admin,682,512,success,eu-west-1,2026-06-13 09:17:40.614553
27596,Salesforce,push,analyst,1053,455,success,us-east-1,2026-06-26 09:08:40.614648
27597,Jira,deployment,admin,1138,184,success,us-east-1,2026-07-03 03:28:40.614743
27598,ServiceNow,issue,admin,34,928,success,eu-west-1,2026-07-08 23:35:40.614836
27599,Salesforce,push,developer,752,601,success,eu-west-1,2026-06-19 02:06:40.614929
27600,Slack,deployment,analyst,197,942,success,eu-west-1,2026-07-07 23:42:40.615043
27601,ServiceNow,release,analyst,1310,755,success,us-east-1,2026-06-26 00:23:40.615139
27602,GitHub,push,admin,1640,855,success,us-west-2,2026-06-30 14:32:40.615237
27603,Salesforce,deployment,analyst,1885,120,success,eu-west-1,2026-06-12 00:10:40.615335
27604,ServiceNow,deployment,analyst,864,264,success,us-west-2,2026-07-15 05:07:40.615431
27605,Slack,pull_request,admin,838,642,success,eu-west-1,2026-07-03 09:26:40.615527
27606,Jira,deployment,admin,518,692,success,us-west-2,2026-06-26 07:41:40.615627
27607,Salesforce,pull_request,developer,1302,656,success,eu-west-1,2026-06-16 13:56:40.615722
27608,Salesforce,issue,admin,228,385,success,us-west-2,2026-06-14 14:39:40.615817
27609,Jira,release,developer,1574,346,success,eu-west-1,2026-06-27 03:26:40.615910
27610,Slack,pull_request,admin,1611,229,success,us-east-1,2026-06-23 21:38:40.616023
27611,Jira,deployment,developer,843,8,success,eu-west-1,2026-07-10 04:01:40.616120
27612,Salesforce,pull_request,developer,1820,315,success,us-west-2,2026-06-30 02:12:40.616214
27613,ServiceNow,deployment,developer,1441,502,success,us-west-2,2026-06-25 03:23:40.616307
27614,GitHub,deployment,developer,1606,932,success,us-west-2,2026-07-08 17:53:40.616406
27615,Slack,push,developer,1029,250,success,eu-west-1,2026-06-11 05:58:40.616500
27616,GitHub,issue,admin,868,41,success,eu-west-1,2026-06-10 21:34:40.616597
27617,Jira,deployment,admin,734,866,success,eu-west-1,2026-07-10 15:40:40.616695
27618,Jira,deployment,analyst,1584,712,success,eu-west-1,2026-07-10 15:22:40.616789
27619,Salesforce,deployment,admin,1426,800,success,us-west-2,2026-06-14 13:50:40.616886
27620,Jira,pull_request,developer,317,862,success,us-east-1,2026-06-30 17:26:40.616991
27621,Slack,push,developer,196,922,success,us-east-1,2026-06-20 04:49:40.617096
27622,Salesforce,release,developer,150,108,success,us-east-1,2026-07-12 00:03:40.617191
27623,Jira,push,developer,169,606,success,us-east-1,2026-07-08 08:27:40.617286
27624,Slack,issue,developer,989,972,success,us-west-2,2026-07-07 06:35:40.617379
27625,Salesforce,pull_request,developer,1828,650,success,us-west-2,2026-06-16 19:45:40.617472
27626,Salesforce,release,analyst,273,911,success,eu-west-1,2026-06-27 06:29:40.617569
27627,Jira,deployment,analyst,323,967,success,eu-west-1,2026-06-22 13:57:40.617661
27628,Salesforce,issue,analyst,1913,218,success,us-east-1,2026-06-14 19:40:40.617753
27629,ServiceNow,push,developer,560,94,success,eu-west-1,2026-06-19 15:08:40.617850
27630,Salesforce,issue,developer,757,184,success,us-east-1,2026-07-13 19:09:40.617944
27631,Jira,deployment,admin,1327,608,success,eu-west-1,2026-06-13 15:00:40.618061
27632,ServiceNow,pull_request,admin,1619,513,success,eu-west-1,2026-06-13 21:19:40.618157
27633,Slack,deployment,analyst,1841,62,success,us-east-1,2026-06-13 06:39:40.618253
27634,Salesforce,pull_request,analyst,1250,957,success,eu-west-1,2026-06-26 07:12:40.618351
27635,ServiceNow,release,analyst,1435,34,success,us-west-2,2026-06-23 21:30:40.618445
27636,ServiceNow,issue,analyst,1762,595,success,us-east-1,2026-07-05 14:34:40.618541
27637,Slack,pull_request,admin,849,585,success,us-west-2,2026-07-09 23:19:40.618635
27638,Jira,deployment,developer,387,242,success,us-west-2,2026-06-19 13:11:40.618729
27639,ServiceNow,issue,admin,885,130,success,us-west-2,2026-06-22 13:39:40.618822
27640,ServiceNow,issue,analyst,1460,228,success,us-west-2,2026-07-14 22:38:40.618914
27641,Slack,push,admin,813,30,success,us-west-2,2026-06-19 22:38:40.619027
27642,Salesforce,deployment,analyst,1310,393,success,eu-west-1,2026-06-23 02:58:40.619124
27643,Jira,push,analyst,1196,226,success,us-east-1,2026-06-12 03:33:40.619218
27644,Slack,push,admin,1616,367,success,us-west-2,2026-07-04 00:47:40.619311
27645,GitHub,release,developer,638,319,success,eu-west-1,2026-06-16 22:43:40.619404
27646,ServiceNow,release,admin,941,85,success,us-east-1,2026-06-13 08:47:40.619502
27647,Slack,deployment,admin,887,860,success,us-west-2,2026-06-18 16:59:40.619601
27648,Salesforce,push,analyst,1307,598,success,us-east-1,2026-06-18 23:25:40.619696
27649,Salesforce,pull_request,developer,1104,230,success,eu-west-1,2026-07-07 12:02:40.619790
27650,Slack,push,analyst,1125,980,success,us-east-1,2026-06-27 03:39:40.619883
27651,GitHub,release,developer,1581,478,success,us-west-2,2026-06-29 05:35:40.619987
27652,Jira,push,analyst,273,284,success,us-east-1,2026-07-03 10:20:40.620098
27653,Jira,push,developer,1787,645,success,us-west-2,2026-06-15 14:11:40.620196
27654,ServiceNow,pull_request,analyst,1409,244,success,us-east-1,2026-07-06 11:20:40.620324
27655,Jira,release,admin,682,878,success,eu-west-1,2026-06-18 14:54:40.620470
27656,GitHub,deployment,analyst,987,715,failed,us-east-1,2026-06-26 18:58:40.620620
27657,Salesforce,release,admin,1743,871,success,us-east-1,2026-06-12 02:25:40.620772
27658,ServiceNow,deployment,developer,1309,172,success,us-west-2,2026-06-27 03:41:40.620935
27659,Jira,release,developer,1323,370,success,us-west-2,2026-07-13 14:17:40.621202
27660,GitHub,release,analyst,1319,19,success,eu-west-1,2026-06-19 03:27:40.621311
27661,Slack,deployment,analyst,1325,531,success,eu-west-1,2026-07-08 00:06:40.621410
27662,ServiceNow,push,admin,269,80,success,us-west-2,2026-06-27 19:51:40.621520
27663,Jira,push,developer,1293,100,success,us-west-2,2026-06-20 00:30:40.621620
27664,Jira,deployment,developer,1667,755,success,eu-west-1,2026-06-30 17:14:40.621716
27665,GitHub,deployment,admin,537,410,success,us-west-2,2026-07-06 00:35:40.621811
27666,Jira,release,analyst,1010,864,success,eu-west-1,2026-07-10 19:57:40.621906
27667,ServiceNow,release,analyst,1889,927,success,us-east-1,2026-07-12 19:59:40.622056
27668,Salesforce,push,analyst,1888,660,success,us-east-1,2026-06-27 12:17:40.622157
27669,Jira,release,developer,1033,368,success,us-west-2,2026-06-24 16:45:40.622254
27670,Slack,push,admin,1877,511,success,us-east-1,2026-06-22 21:09:40.622351
27671,Salesforce,issue,admin,1015,603,success,us-east-1,2026-07-11 07:17:40.622446
27672,Slack,issue,admin,1353,456,success,us-east-1,2026-07-01 21:41:40.622571
27673,Slack,deployment,analyst,1962,756,success,us-east-1,2026-06-25 01:08:40.622730
27674,GitHub,push,developer,433,468,failed,eu-west-1,2026-07-05 10:38:40.622883
27675,Salesforce,pull_request,analyst,1539,939,success,us-west-2,2026-06-12 08:55:40.623075
27676,Salesforce,pull_request,admin,63,296,success,eu-west-1,2026-07-05 04:20:40.623260
27677,Slack,pull_request,analyst,193,955,success,us-east-1,2026-07-01 09:19:40.623433
27678,Jira,push,admin,1794,725,success,us-east-1,2026-06-26 06:52:40.623621
27679,Salesforce,push,developer,740,714,success,eu-west-1,2026-07-04 15:25:40.623778
27680,Jira,issue,admin,1029,494,success,us-east-1,2026-06-18 19:27:40.623952
27681,Salesforce,deployment,admin,1865,669,success,us-west-2,2026-07-02 07:36:40.624137
27682,Jira,issue,developer,689,203,success,us-east-1,2026-06-12 12:24:40.624303
27683,GitHub,deployment,developer,299,165,success,us-east-1,2026-06-13 08:46:40.624469
27684,ServiceNow,release,admin,1207,365,failed,us-east-1,2026-07-05 15:18:40.624644
27685,Salesforce,push,developer,1804,712,success,us-east-1,2026-06-16 21:25:40.624785
27686,Salesforce,release,admin,1604,731,success,us-east-1,2026-07-12 09:54:40.624954
27687,GitHub,deployment,developer,1625,548,success,us-west-2,2026-07-06 17:33:40.625181
27688,Salesforce,release,analyst,89,764,success,us-west-2,2026-07-13 03:13:40.625346
27689,ServiceNow,deployment,admin,1530,955,success,us-east-1,2026-06-19 15:31:40.625522
27690,Salesforce,pull_request,admin,269,803,success,us-west-2,2026-06-16 12:34:40.625685
27691,ServiceNow,issue,admin,1823,397,success,us-west-2,2026-07-09 10:30:40.625840
27692,Jira,issue,developer,1585,283,failed,eu-west-1,2026-07-02 06:56:40.626022
27693,Slack,push,admin,508,567,success,us-east-1,2026-06-20 18:18:40.626183
27694,Jira,pull_request,analyst,1252,3,success,us-west-2,2026-07-10 04:21:40.626353
27695,GitHub,release,analyst,1729,833,success,us-west-2,2026-06-21 22:28:40.626533
27696,ServiceNow,issue,developer,969,494,success,us-west-2,2026-06-16 00:28:40.626698
27697,Salesforce,push,analyst,795,955,success,us-west-2,2026-07-01 18:07:40.626848
27698,Jira,pull_request,admin,774,131,success,us-east-1,2026-06-22 11:19:40.627060
27699,GitHub,push,analyst,483,148,success,us-west-2,2026-06-22 09:56:40.627252
27700,GitHub,deployment,analyst,512,486,success,us-east-1,2026-06-11 22:47:40.627422
27701,Slack,deployment,admin,129,251,success,us-east-1,2026-07-06 13:44:40.627604
27702,Salesforce,push,developer,197,201,success,eu-west-1,2026-06-14 00:57:40.627768
27703,Jira,issue,developer,1128,391,success,us-east-1,2026-06-29 17:29:40.627916
27704,GitHub,push,developer,136,772,success,us-east-1,2026-07-09 07:34:40.628115
27705,GitHub,deployment,admin,264,45,success,us-east-1,2026-06-30 17:49:40.628275
27706,Jira,push,developer,216,417,success,us-west-2,2026-07-01 19:46:40.628439
27707,ServiceNow,pull_request,developer,1854,1,success,eu-west-1,2026-06-29 22:28:40.628638
27708,ServiceNow,release,developer,1602,16,success,us-east-1,2026-06-21 12:01:40.628822
27709,GitHub,pull_request,analyst,1605,41,success,us-east-1,2026-06-14 03:30:40.629033
27710,GitHub,release,developer,497,238,success,us-west-2,2026-07-04 19:39:40.629217
